system,namaste_code,name,icd11_term,icd11_code
Unani,F-92.1,Qūlanj Waramī,,
Unani,F-92.2,Qūlanj Rīḥī,,
Unani,F-92.3,Qūlanj Iltiwā’ī,Volvulus disorder (TM2),SM35
Unani,F-92.4,Qūlanj Fatqī,,
Unani,F-92.5,Qūlanj Dūdī,,
Unani,F-92.6,Qūlanj Thuflī,,
Unani,F-92.7,Qūlanj Balghamī,,
Unani,F-92.8,Qūlanj Tashannujī,,
Unani,F-92.9,Qūlanj Raṣāṣī,,
Unani,F-92.10,Qūlanj Zā’idī,,
Unani,F-92.11,Qūlanj Kabidī,,
Unani,F-92.12,Qūlanj Marārī,,
Unani,F-92.13,Qūlanj Kulwī,Renal colic disorder (TM2),SM83
Unani,F-92.14,Qūlanj Mi‘dī,,
Unani,F-92.15,Qūlanj Nuḥāsī,,
Unani,F-92.16,Qūlanj Murakkab/Khunāq Mi‘wī,,
Unani,F-92.17,Qūlanj Wabā’ī,,
Unani,F-92.18,Qūlanj ‘Arḍī,,
Unani,F-93,Īlā’ūs,Dynamic intestinal obstruction disorder (TM2),SM75
Unani,F-94,Qabḍ/I‘tiqāl al-Baṭn/Ḥuṣr/Iḥtibās al-Baṭn/ Iḥtibās al-Ṭabī‘a/I‘tiqāl al-Ṭabī‘a/Imsāk al-Baṭn,,
Unani,F-94.1,Ḥuṣr Mu‘tād/Ḥuṣr Dā’imī,,
Unani,F-94.2,Ḥuṣr ‘Arḍī,Constipation disorder (TM2),SM34
Unani,F-95,Dīdān al-Am‘ā’,Worm infestation disorder (TM2),SQ50
Unani,F-96,Bawāsīr,Haemorrhoids disorder (TM2),SM53
Unani,F-97,Rīḥ al-Bawāsīr,Constipation disorder (TM2),SM34
Unani,F-98,Qishr al-Bawāsīr,,
Unani,F-99,Nawāṣīr Ghayr Nāfidha,Anal abscess disorder (TM2),SM56
Unani,F-100,Nawāṣīr Nāfidha,Fistula in ano disorder (TM2),SM52
Unani,F-101,Waram al-Maq‘ad,Proctitis disorder (TM2),SM54
Unani,F-102,Shuqāq al-Maq‘ad,Anal fissure disorder (TM2),SM51
Unani,F-103,Istirkhā’ al-Maq‘ad,,
Unani,F-104,Khurūj al-Maq‘ad/ Khurūj al-Mabraz,,
Unani,F-105,Ḥikka al-Maq‘ad,Pruritus disorder (TM2),SP99
Unani,F-106,Qurūḥ al-Maq‘ad,,
Unani,F-107,Maq‘ad Ghayr Mathqūb,,
Unani,F-108,Fūhāt ‘Urūq al-Maq‘ad,,
Unani,G-1,Huzāl al-Kulya/ Ḍumūr al-Kulya,,
Unani,G-2,Dhayābīṭus/ Dūlābiya/ Mu‘aṭṭisha/ Dawwāriyya/ Parkāriyya,,
Unani,G-3,Ḍu‘f al-Kulya,Other specified urinary system disorders (TM2),SM8Y
Unani,G-4,Ḥaṣā wa Raml al-Kulya,Urinary stone disorder (TM2),SM8C
Unani,G-5,Ḥaṣā al-Mathāna,Urinary stone disorder (TM2),SM8C
Unani,G-6,Waram al-Mathāna,Cystitis disorder (TM2),SM85
Unani,G-7,Rīḥ al-Kulya,,
Unani,G-8,Waja‘ al-Kulya,Other specified urinary system disorders (TM2),SM8Y
Unani,G-9,Sudad al-Kulya,,
Unani,G-10,Waram al-Kulya,Nephritis disorder (TM2),SM84
Unani,G-10.1,Waram al-Kulya Ḥārr,Nephritis disorder (TM2),SM84
Unani,G-10.2,Waram al-Kulya Bārid Balghamī,Nephritis disorder (TM2),SM84
Unani,G-10.3,Waram al-Kulya Ṣulb,Nephritis disorder (TM2),SM84
Unani,G-11,Dubayla al-Kulya,Renal abscess disorder (TM2),SM80
Unani,G-12,Qurūḥ al-Kulya,,
Unani,G-13,Jarab al-Kulya,,
Unani,G-14,Waram al-Mathāna Ṣulb,,
Unani,G-15,Dubayla al-Mathāna,,
Unani,G-16,Ḍu‘f al-Mathāna,Insufficiency of the urinary bladder disorder (TM2),SM82
Unani,G-17,Qurūḥ al-Mathāna,Wound of the urinary bladder disorder (TM2),SM86
Unani,G-18,Jarab al-Mathāna,,
Unani,G-19,Injimād al-Dam fi’l Mathāna,,
Unani,G-20,Istirkhā’ al-Mathāna,Insufficiency of the urinary bladder disorder (TM2),SM82
Unani,G-21,Khal‘ al-Mathāna,,
Unani,G-22,Waja‘ al-Mathāna,Other specified urinary system disorders (TM2),SM8Y
Unani,G-23,Rīḥ al-Mathāna,,
Unani,G-24,Ḥurqa al-Bawl,Dysuria disorder (TM2),SM87
Unani,G-25,Sozāk/Sayalān Zuhrī/Ḥurqa/ Al-Nakāl/ ‘Uqūba,,
Unani,G-26,Ḥurqa Muzmina/ Zanaqa,,
Unani,G-27,Ḥurqa al-Nisā’,Gonorrhoea disorder (TM2),SN30
Unani,G-28,Iḥtibās al-Bawl,Retention of urine disorder (TM2),SM81
Unani,G-29,‘Usr al-Bawl,Dysuria disorder (TM2),SM87
Unani,G-30,Taqṭīr al-Bawl,Dribbling of urine disorder (TM2),SM88
Unani,G-31,Salas al-Bawl,Urinary incontinence disorder (TM2),SM8B
Unani,G-32,Bawl fi’l Farāsh,Bed wetting disorder (TM2),SR01
Unani,G-33,Kathra al-Bawl,Polyuria disorder (TM2),SM8D
Unani,G-34,Qilla al-Bawl,Oliguria disorder (TM2),SM8E
Unani,G-35,Bawl al-Dam,Haematuria disorder (TM2),SM8A
Unani,H-15,Ḥikka al-Qaḍīb,,
Unani,H-16,Sudda Majārī al-Qaḍīb,,
Unani,H-17,I‘wijāj al-Qaḍīb,,
Unani,H-18,‘Iẓam al- Khuṣyatayn,,
Unani,H-19,Ṣighar al-Khuṣyatayn,,
Unani,H-20,Istirkhā’ al-Ṣafan,,
Unani,H-21,Dawālī al-Ṣafan,,
Unani,H-22,Ṣalāba al-Ṣafan,,
Unani,H-23,Ibridah,,
Unani,H-24,Qarw Damawī,,
Unani,H-25,Ubna,,
Unani,H-26,Band Kushād,,
Unani,H-27,Qīla,Hydrocele disorder (TM2),SN01
Unani,H-28,Qīla Mā’iyya,Hydrocele disorder (TM2),SN01
Unani,H-29,Irtifā‘ al-Khuṣya,,
Unani,H-30,Taqalluṣ al-Khuṣya,,
Unani,H-31,Tha’ālīl al-Dhakar,Penile growth disorder (TM2),SN06
Unani,H-32,Manī al-Dam,,
Unani,H-33,Qilla al-Manī,Oligospermia disorder (TM2),SN03
Unani,I-1,Sū’-i-Mizāj al-Raḥim,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-2,Sal‘a al-Raḥim,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-3,Taṣaghghur al-Raḥim,,
Unani,I-4,‘Iẓam al-Raḥim,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-5,Tashaḥḥum al-Raḥim,,
Unani,I-11,Isqāṭ,Recurrent pregnancy loss disorder (TM2),SN12
Unani,I-11.1,Isqāṭ ‘Ādī,Recurrent pregnancy loss disorder (TM2),SN12
Unani,I-15,Istisqā’ Khuṣya al-Raḥim,,
Unani,I-16,Sal‘a Khuṣya al-Raḥim,,
Unani,I-17,Ghishā’ Khuṣya al-Raḥim Kādhib,,
Unani,I-19,Iltihāb al-Qādhif,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-20,Ta’akkul al-Qādhif,,
Unani,I-21,Sal‘a al-Qādhif,,
Unani,I-22,Insidād al-Qādhif,,
Unani,I-23,Inshiqāq al-Qādhif,,
Unani,I-24,Qay’ al-Ḥaml,,
Unani,I-25,Yaraqān al-Ḥaml,,
Unani,I-26,Namla al-Ḥaml,,
Unani,I-27,Kathra al-Nafās,,
Unani,I-28,Wus‘a Fam al-Raḥim,,
Unani,I-29,Rajā’,"Personality with an agitated, reactive mindset (TM2)",SS61
Unani,I-30,‘Usr al-Wilāda/‘Usr al-Ḥaml,,
Unani,I-31,Iḥtibās al-Mashīma,,
Unani,I-32,Iḥtibās al-Nafās,,
Unani,I-33,‘Uqr,Female infertility disorder (TM2),SM94
Unani,I-34,Qilla al-Laban,Decreased breastmilk disorder (TM2),SN10
Unani,I-35,Kathra al-Laban/Taghzīr al-Laban,,
Unani,I-36,Tajabbun al-Laban,,
Unani,I-37,Waram al-Thadī,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-38,Dubayla wa Qarḥa al-Thadyayn,,
Unani,I-39,‘Iẓam wa Suqūṭ al-Thadyayn,,
Unani,I-40,Taṣaghghur al-Thadyayn,,
Unani,I-41,Tamaddud al-Thadyayn,,
Unani,I-42,Iḥtibās al-Tamth,Amenorrhoea disorder (TM2),SM90
Unani,I-43,Qurūḥ al-Raḥim,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-44,Ḥikka al-Raḥim/ Farīsmūs al-Nisā’,,
Unani,I-45,Shuqāq al-Raḥim,,
Unani,I-46,Inqilāb al-Raḥim/ Nutū’ al-Raḥim,,
Unani,I-47,Ratq,,
Unani,I-48,Bawāsīr al-Raḥim,Uterine polyps disorder (TM2),SM99
Unani,I-49,Kathrat-i-Ḥayḍ/ Istiḥāḍa,,
Unani,I-50,Sayalān al-Raḥim,Leucorrhoea disorder (TM2),SM93
Unani,I-51,Nāṣūr al-Raḥim,,
Unani,I-52,Saraṭān al-Raḥim,,
Unani,I-53,Ikhtināq al-Raḥim,Hysteria disorder (TM2),SQ02
Unani,I-54,Nafkh al-Raḥim,Other specified female Reproductive System disorders (TM2),SM9Y
Unani,I-55,Buthūr al-Raḥim,,
Unani,I-56,Ātshak/ Ābla Farang/ Ḍarma/ Sā‘ūr/ Al-Afranjī/ Bād Farang/ Al-Khajīl/ Qarḥa Ṣulba/Koft,,
Unani,I-56.1,Wabāl Warāthī /Khilqī Ātshak / Al-Afranjī al-Warāthī / Mawrūthī Ātshak,,
Unani,I-56.2,Ātshak Majāzī,,
Unani,I-57,Waram al-Raḥim,Metritis disorder (TM2),SM9C
Unani,I-58,‘Usr al-Tamth,Dysmenorrhoea disorder (TM2),SM96
Unani,I-59,Qillat-i-Tamth,Hypomenorrhoea disorder (TM2),SM97
Unani,J-1.1,Baraṣ Aswad,Discoloration of body disorder (TM2),SN41
Unani,J-6,Namash,Birth mark - blackish red disorder (TM2),SN4F
Unani,J-8,Khuḍra wa Sawād,,
Unani,J-9,Washm,,
Unani,J-12,Bādushnām,,
Unani,J-13,Fasād al-Lawn,Discoloration of body disorder (TM2),SN41
Unani,J-14,Taqashshur al-Jild,Psoriasis disorder (TM2),SN4A
Unani,J-19,‘Illa al-Nu‘āma,,
Unani,J-20,Ṣala‘,Baldness disorder (TM2),SN71
Unani,J-23,Inbāt al-Sha‘r,,
Unani,J-24,Ḥalq al-Sha‘r,,
Unani,J-25,Taj‘īd al-Sha‘r,,
Unani,J-26,Tarqīq al-Sha‘r,,
Unani,J-27,Tasbīṭ al-Sha‘r,,
Unani,J-28,Tashaqquq al-Sha‘r,Other specified hair disorders (TM2),SN7Y
Unani,J-29,Namūsa,,
Unani,J-30,Qummal-o-Ṣi’bān,,
Unani,J-31,Qamqām,,
Unani,J-32,Ẓufra Ṭalqiyya,Brittle nails disorder (TM2),SN60
Unani,J-33,Baraṣ al-Aẓfār,,
Unani,J-34,Namash al-Aẓfār,,
Unani,J-35,Judhām al-Aẓfār,,
Unani,J-36,Tashaquq al-Aẓfār,,
Unani,J-37,Ta‘uqquf al-Aẓfār,,
Unani,J-38,Taqallu‘ al-Aẓfār,,
Unani,J-39,Taqaṣṣu‘ al-Aẓfār,,
Unani,J-40,Mawt al-Dam,,
Unani,J-41,Ṣufra al-Aẓfār,,
Unani,J-42,Raḍḍ al-Aẓfār,,
Unani,J-43,Kathra al-‘Araq,Excess of sweat disorder (TM2),SN45
Unani,J-44,‘Araq Muntin,Foul body smelling disorder (TM2),SN44
Unani,J-45,‘Araq al-Dam,Other specified skin disorders (TM2),SN5Y
Unani,J-46,Shuqūq al-Aṭrāf wa’l Wajh,Dryness of skin disorder (TM2),SN42
Unani,J-47,Taqarruḥ al-Shidqayn,Other specified oral cavity disorders (TM2),SM1Y
Unani,J-48,Sa‘af,,
Unani,J-49,Taqashshuf al-Jild,Roughness of skin disorder (TM2),SN4R
Unani,J-50,Taqashshur al-Qadamayn,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,J-51,Qushūr al-Jabha,Scaling of scalp and forehead skin disorder (TM2),SN4C
Unani,J-52,Sharā,Urticaria disorder (TM2),SN4K
Unani,J-52.1,Banāt al-Layl,Urticaria disorder (TM2),SN4K
Unani,J-53,Ḥaṣaf/ Buthūr Shawkiyya,,
Unani,J-54,Qūbā,Ring worm infection disorder (TM2),SN4U
Unani,J-54.1,Qūbā Ḥadīth,Ring worm infection disorder (TM2),SN4U
Unani,J-54.2,Qūbā Radī,,
Unani,J-54.3,Qūbā Mutaqashshir,Ichthyosis disorder (TM2),SN4B
Unani,J-54.4,Qūbā Sā‘ī,,
Unani,J-54.5,Qūbā Wāqif,,
Unani,J-55,Dākhis,Other specified nail disorders (TM2),SN6Y
Unani,J-56,Jarab,Scabies disorder (TM2),SN46
Unani,J-57,Ḥikka,Hiccough disorder (TM2),SM74
Unani,J-57.1,Ḥikka al-Mashāyikh,Pruritus disorder (TM2),SP99
Unani,J-58,Sa‘fa,Folliculitis disorder (TM2),SN72
Unani,J-58.1,Sa‘fa Raṭba/Shīrīnaj,,
Unani,J-58.2,Sa‘fa Yābisa/ Sūrajī,,
Unani,J-58.3,Sa‘fa Shahdiyya,Other specified skin disorders (TM2),SN5Y
Unani,J-58.4,Ru’ūs al-Ibra,,
Unani,J-58.5,‘Ujar,,
Unani,J-58.6,Ḥalamī,,
Unani,J-58.7,Sa‘fa Balkhiyya,,
Unani,J-58.8,Sa‘fa Ḥumra,,
Unani,J-59,Ghuḍūn,,
Unani,J-60,‘Athra,,
Unani,J-61,Intifākh al-Aṣābi‘,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,J-62,Ḥikka al-Aṣābi‘,Pruritus disorder (TM2),SP99
Unani,J-63,Mazaḥ,Intertrigo disorder (TM2),SN48
Unani,J-64,Ṣunān,Foul body smelling disorder (TM2),SN44
Unani,J-65,Natn Jild al-Ra’s,,
Unani,J-66,Khaṣar-o-Taṣqī‘/Fasād al-Aṭrāf bi’l Bard,,
Unani,J-67,Tha’ālīl,Verruca disorder (TM2),SN4S
Unani,J-68,Buthūr Labaniyya/ Ḥabb al-Shabāb/ Buthūr Duhniyya/ Al-Ghudd al-Shā’i‘,,
Unani,K,Ḥummayāt,,
Unani,K-1.1.2,Ḥummā al-Yawm Faz‘iyya,,
Unani,K-1.1.3,Ḥummā al-Yawm Fikriyya,Anxiety ephemeral fever disorder (TM2),SQ10
Unani,K-1.1.4,Ḥummā al-Yawm Ghaḍabiyya,,
Unani,K-1.1.5,Ḥummā al-Yawm Farḥiyya,,
Unani,K-1.1.6,Ḥummā al-Yawm Sahriyya,,
Unani,K-1.1.7,Ḥummā al-Yawm Ta‘biyya,,
Unani,K-1.1.8,Ḥummā al-Yawm Ishāliyya,,
Unani,K-1.1.9,Ḥummā al-Yawm Waja‘iyya,,
Unani,K-1.1.10,Ḥummā al-Yawm Ghashiyya,,
Unani,K-1.1.11,Ḥummā al-Yawm ‘Aṭashiyya,,
Unani,K-1.1.12,Ḥummā al-Yawm Jū‘iyya,,
Unani,K-1.1.13,Ḥummā al-Yawm Suddiyya,,
Unani,K-1.1.14,Ḥummā al-Yawm Tukhmiyya,,
Unani,K-1.1.15,Ḥummā al-Yawm Waramiyya,,
Unani,K-1.1.16,Ḥummā al-Yawm Shamsiyya,Other specified febricity disorders (TM2),SP5Y
Unani,K-1.1.17,Ḥummā al-Yawm Istiḥṣāfiyya,,
Unani,K-1.1.18,Ḥummā al-Yawm Sharābiyya,Alcoholism disorder (TM2),SQ20
Unani,K-1.1.19,Ḥummā al-Yawm Ghidhā’iyya,,
Unani,K-1.1.20,Ḥummā al-Yawm Dawā’iyya,,
Unani,K-1.1.21,Ḥummā al-Yawm Qashfiyya,,
Unani,K-1.1.22,Ḥummā al-Yawm Nazliyya-o-Zukāmiyya,,
Unani,K-1.1.23,Ḥummā al-Yawm Zaḥīriyya,,
Unani,K-1.1.24,Ḥummā al-Yawm Ḥarriyya,,
Unani,K-1.1.25,Ḥummā al-Yawm Nawmiyya/ Ḥummā al-Yawm Rāḥiyya,,
Unani,K-1.1.26,Ḥummā al-Yawm Jurḥiyya,,
Unani,K-1.1.27,Ḥummā al-Yawm Imtilā’iyya,,
Unani,K-1.1.28,Ḥummā al-Yawm Istifrāghiyya,,
Unani,K-5.1,Ḥummā al-Ghibb Dā’ira,Fever with chills disorder (TM2),SP55
Unani,K-5.2,Ḥummā al-Ghibb Lāzima,High fever disorder with yellow discouloration (TM2),SP53
Unani,K-5.3,Ḥummā al-Ghibb Muḥarriqa,High fever disorder with yellow discouloration (TM2),SP53
Unani,K-6.1,Ḥummā Muwāẓiba Muḍā‘ifa,Fever disorder with excessive salivation (TM2),SP52
Unani,K-6.2,Ḥummā Muwāẓiba Ṣafrāwiyya,Fever disorder with excessive salivation (TM2),SP52
Unani,K-8.1,Ḥummā al-Rib‘ Lāzima,Intermittent fever disorder (TM2),SP57
Unani,K-11.1,Ṭayfūdas,,
Unani,K-12,Ḥummā Afyālūs Līfūriya,Other specified febricity disorders (TM2),SP5Y
Unani,K-13.1,Ḥummā Muṭbiqa Ghalayāniyya/ Ḥummā Sūnūkhus,,
Unani,K-13.2,Ḥummā Muṭbiqa‘Ufūniyya,Other specified febricity disorders (TM2),SP5Y
Unani,K-16,Ḥummā al-Sub‘,,
Unani,K-17,Ḥummā al-Tus‘,,
Unani,K-18,Ḥummā Ghashiyya,,
Unani,K-19,Ḥummā Mi‘wiyya,Enteric fever disorder (TM2),SP50
Unani,K-20,Ḥummā Wabā’iyya,Other specified febricity disorders (TM2),SP5Y
Unani,K-21,Ḥummā Ṭafḥiyya,Other specified febricity disorders (TM2),SP5Y
Unani,K-21.1,Ḥummā Judariyya,,
Unani,K-21.2,Ḥaṣba,,
Unani,K-21.3,Ḥummā Qirmiziyya,,
Unani,K-21.4,Ḥummā Ghāmiya Hadhayāniyya/Ḥummā Ruqṭa/ Ḥummā al-Sufun /Ḥummā Qadhira/Ḥummā al-Sujūn,,
Unani,K-21.5,Ḥumayqa/ Bād Ābla,,
Unani,K-22,Ḥummā Zamharīriyya/ Fardmūriyūs,,
Unani,K-23,Fīmaṭūs/ Dawwāra,,
Unani,K-24,Qatma,Bleeding disorder disorder (TM2),SL81
Unani,K-25,Ḥummā Ajāmiyya,Other specified febricity disorders (TM2),SP5Y
Unani,L-8,‘Irq al-Nasā,Sciatica disorder (TM2),SP41
Unani,L-9,Taḥajjur wa Ṣalāba al-Mafāṣil,Osteoarthritis disorder (TM2),SP12
Unani,L-10,Ḥadaba/ Ḥadaba al-Mu’akhkhar,,
Unani,L-11,Taqaṣṣu‘/Ḥadaba al-Muqaddam,,
Unani,L-12,Iltiwā’,Other specified bone disorders (TM2),SP0Y
Unani,L-13,Riyāḥ al-Afrisa,,
Unani,L-14,Wahn al-‘Iẓām/ Takhalkhul al-‘Iẓām/ Takhaththur al-‘Iẓām,,
Unani,L-15,Kasr,,
Unani,L-15.1,Kasr Basīṭ/ Kasr Sādhij,,
Unani,L-15.2,Kasr Murakkab/ Kasr Makshūf,,
Unani,L-15.3,Kasr Muḍā‘af/ Kasr Mukhtaliṭ,,
Unani,L-15.4,Kasr Kāmil,,
Unani,L-15.5,Kasr Ghayr Kāmil/ Kasr Juz’ī Kāmil,,
Unani,L-15.6,Kasr Ṣad‘ī,,
Unani,L-15.7,Kasr Kharrūbī,,
Unani,L-15.8,Kasr Mufattat,,
Unani,L-15.9,Kasr Shaṭwī,,
Unani,L-15.10,Kasr Thāqib,,
Unani,L-15.11,Kasr Mustaṭīl/ Kasr Mushaṭṭab,,
Unani,L-15.12,Kasr Musta‘raḍ/ Kasr Muta‘addid,,
Unani,L-15.13,Kasr Mu’arrab,,
Unani,L-15.14,Kasr Lawlabī/ Kasr Ḥalazūnī,,
Unani,L-15.15,Kasr Mudgham/ Kasr Munghariz,,
Unani,L-15.16,Kasr Raḥimī,,
Unani,L-15.17,Kasr Khilqī,,
Unani,L-15.18,Kasr Sha‘rī,,
Unani,L-15.19,Kasr Dhātī,,
Unani,L-15.20,Kasr Mafṣilī,,
Unani,L-15.21,Kasr al-Anf,,
Unani,L-15.22,Kasr Fujlī/Kasr Qaṣabī/ Kasr Qathwī,,
Unani,L-15.23,Kasr Hilālī,,
Unani,L-15.24,Kasr Sawīqī/ Kasr Qaḍībī/ Kasr Jawzī/ Kasr Jarīshī,,
Unani,L-16,Khal‘,Other specified joint disorders (TM2),SP1Y
Unani,L-16.1,Khal‘ Ḍarbī,,
Unani,L-16.2,Khal‘ al-Mafāṣil,Other specified joint disorders (TM2),SP1Y
Unani,L-16.3,Khal‘ Khilqī,,
Unani,L-16.4,Khal‘ Maraḍī/ Khal‘ ‘Arḍī,,
Unani,L-16.5,Khal‘ Tāmm/ Khal‘ Kāmil,,
Unani,L-16.6,Khal‘ Ghayr Tāmm/ Khal‘ Ghayr Kāmil/ Khal‘ Ghayr Mukammal,,
Unani,L-16.7,Khal‘ Murakkab,,
Unani,L-16.8,Khal‘ Muḍā‘af,,
Unani,L-16.9,Khal‘ Kasrī,,
Unani,L-17,Wathā,,
Unani,M-1,Jurūḥ,Ulcer disorder (TM2),SN4W
Unani,M-1.1,Jurūḥ Maftūḥa/ Jurūḥ Wāḍiḥa,,
Unani,M-1.2,Jurūḥ Qaṭ‘iyya,,
Unani,M-1.3,Jurūḥ Wakhiziyya,,
Unani,M-1.4,Jurūḥ Mazqiyya,,
Unani,M-1.5,Jurūḥ Musaddasa/ Jurūḥ Shashkhana,,
Unani,M-1.6,Jurūḥ Raḍḍiyya,,
Unani,M-1.7,Jurūḥ Sammiyya,,
Unani,M-1.8,Jurūḥ Nāriyya/ Jurūḥ Bārūdiyya,,
Unani,M-1.9,Jurūḥ ‘Ufūniyya,,
Unani,M-1.10,Jurūḥ Ghayr ‘Ufūniyya/ Jurūḥ Ghayr Mulawwatha,,
Unani,M-2,Ta‘affun al-Dam,,
Unani,M-3,Tasammum al-Dam,,
Unani,M-4,Taqayyuḥ al-Dam,,
Unani,M-5,Qarḥa,Varicose ulcer disorder (TM2),SL71
Unani,M-5.1,Qarḥa ‘Arḍiyya,,
Unani,M-5.2,Qarḥa Naw‘iyya,,
Unani,M-5.3,Qarḥa Khabītha/ Qarḥa ‘Afina,,
Unani,M-5.4,Qarḥa Mūlima,,
Unani,M-5.5,Qarḥa Ghayr Mūlima,,
Unani,M-5.6,Qarḥa Salīma,,
Unani,M-5.7,Qarḥa ‘Asir al-Indimāl,,
Unani,M-5.8,Qarḥa Khayrūniyya,,
Unani,M-5.9,Qarḥa Sā‘iyya,,
Unani,M-5.10,Qarḥa Iḥtirāqiyya,,
Unani,M-5.11,Qarḥa Qaṭāṭ,,
Unani,M-5.12,Qarḥa Naqiyya,,
Unani,M-5.13,Qarḥa Ghayr Naqiyya,,
Unani,M-5.14,Qarḥa Lathiqa,,
Unani,M-5.15,Qarḥa Wasikha,,
Unani,M-5.16,Qarḥa Muta’akkila,,
Unani,M-5.17,Qarḥa Rahla/ Qarḥa Nāthira,,
Unani,M-5.18,Qarḥa Rashshāḥa,,
Unani,M-5.19,Qarḥa Ḥarra,,
Unani,M-5.20,Qarḥa Bārida,,
Unani,M-5.21,Qarha Dawaliyya,Varicose ulcer disorder (TM2),SL71
Unani,M-6,Qurūḥ Balkhiyya,,
Unani,M-7,Ūdhīma,Oedema disorder (TM2),SP92
Unani,M-8,‘Irq Madīnī,Dracunculosis disorder (TM2),SN47
Unani,M-9,Shafāqalūs,,
Unani,M-10,Ghāngharānā,,
Unani,M-10.1,Ghāngharānā Yābisa,,
Unani,M-10.2,Ghāngharānā Raṭba,,
Unani,M-10.3,Ghāngharānā Raṭba ‘Ufūniyya,,
Unani,M-10.4,Ghāngharānā ‘Arḍiyya,,
Unani,M-10.5,Ghāngharānā Suddiyya,,
Unani,M-10.6,Ghāngharānā Shaykhūkhiyya,,
Unani,M-10.7,Ghāngharānā Takhaththuriyya,,
Unani,M-10.8,Ghāngharānā Dhayābīṭusiyya,,
Unani,M-10.9,Ghāngharānā Jurḥiyya,,
Unani,M-10.10,Ghāngharānā Bardiyya,,
Unani,M-10.11,Ghāngharānā Ḥādda Sā‘iyya,,
Unani,M-11,Buthūr,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,M-11.1,Buthūr Ṣighār,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,M-11.2,Buthūr al-Aṣdāgh,Pustules of pinna disorder (TM2),SK89
Unani,M-11.3,Buthūr al-Sāq,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,M-11.4,Buthūr al-Qafā,"Other specified skin, nail and hair disorders (TM2)",SN9Y
Unani,M-11.5,Shīlam,,
Unani,M-11.6,Khuld,,
Unani,M-11.7,Buṭm,,
Unani,M-11.8,Tūtha,,
Unani,M-11.9,Dhāt al-Aṣl,,
Unani,M-11.10,Khāfiya Ẓāhira,,
Unani,M-12,Akyās,,
Unani,M-13,‘Uqda,Eyelid tumour disorder (TM2),SK6F
Unani,M-14,Khanāzīr,Lymphadenopathy in throat region disorder (TM2),SL08
Unani,M-15,Waram,Inflammation disorder (TM2),SP94
Unani,M-15.1,Waram Rīḥī,Inflammation disorder (TM2),SP94
Unani,M-15.2,Waram Ḥārr,Inflammation disorder (TM2),SP94
Unani,M-15.3,Waram Bārid,Inflammation disorder (TM2),SP94
Unani,M-15.4,Waram Sādhij,,
Unani,M-15.5,Waram Māddī,Inflammation with morbid matter disorder (TM2),SP5A
Unani,M-15.6,Falghamūnī,,
Unani,M-15.7,Waram Rikhw,,
Unani,M-15.8,Saqīrūs,Inflammation disorder (TM2),SP94
Unani,M-16,Sal‘āt,Benign tumour disorder (TM2),SP71
Unani,M-16.1,Sal‘a Salīma,,
Unani,M-16.2,Sal‘a Khabītha,,
Unani,M-16.3,Sal‘a Shaḥmiyya,Lipoma disorder (TM2),SP70
Unani,M-16.4,Sal‘a ‘Asaliyya,,
Unani,M-16.5,Sal‘a Ardahāliyya,,
Unani,M-16.6,Sal‘a Shīrāziyya,,
Unani,M-16.7,Sal‘a Balghamiyya,,
Unani,M-16.8,Sal‘a Ghuḍrūfiyya,,
Unani,M-16.9,Sal‘a Līfiyya,,
Unani,M-16.10,Sal‘a ‘Aẓmiyya,,
Unani,M-16.11,Sal‘a Sinniyya,,
Unani,M-16.12,Sal‘a ‘Aṣabiyya,,
Unani,M-16.13,Sal‘a ‘Urūqiyya,,
Unani,M-16.14,Sal‘a ‘Aḍaliyya,,
Unani,M-16.15,Sal‘a Mukhkhiyya,,
Unani,M-16.16,Sal‘a Ghuddiyya,,
Unani,M-16.17,Sal‘a Ḥalamiyya,,
Unani,M-17,Saraṭan,Deep rooted spreading tumour disorder (TM2),SP72
Unani,M-17.1,Saraṭan Mutaqarriḥ,,
Unani,M-18,Namla/ Sā‘iya,,
Unani,M-18.1,Namla Sādhija,,
Unani,M-18.2,Namla Muta’akkila,,
Unani,M-18.3,Namla Shafawiyya,Herpes disorder (TM2),SN4T
Unani,M-18.4,Namla Khitāniyya,,
Unani,M-18.5,Namla Minṭaqiyya/ Namla Nāriyya,,
Unani,M-18.6,Namla Minṭaqiyya Jabhiyya,,
Unani,M-18.7,Namla Qazḥiyya,,
Unani,M-18.8,Namla Jāwarsiyya,,
Unani,M-19,Naffāṭāt,Pemphigus vulgaris disorder (TM2),SN4P
Unani,M-19.1,Naffāṭāt Ṭafliyya,,
Unani,M-19.2,Naffāṭāt Ghāngharāniyya,,
Unani,M-19.3,Naffāṭāt Ṭabaqiyya,,
